statisticName,value,count,date_time
HI2_SENT_LEMF,603,17,2025-02-05T13:10:16
HI3_SENT_LEMF,166536,13,2025-02-05T13:10:16
HI2_SENT_NOT_LEMF,603,1120,2025-02-05T13:10:16
HI3_SENT_NOT_LEMF,166532,332,2025-02-05T13:10:16
X2_DEDUPLICATED_CIMS,572,1649,2025-02-05T13:10:16
X3_DEDUPLICATED_CIMS,58646,480,2025-02-05T13:10:16
X2_RECEIVED_CIMS,693,4072,2025-02-05T13:10:16
X2_RECEIVED_5GC,317,763,2025-02-05T13:10:16
X3_RECEIVED_CIMS,74415,2144,2025-02-05T13:10:16
X3_RECEIVED_5GC,193716,170,2025-02-05T13:10:16
HI2_SENT,1206,1137,2025-02-05T13:10:16
HI3_SENT,333068,345,2025-02-05T13:10:16
X2_RECEIVED,1010,4835,2025-02-05T13:10:16
X3_RECEIVED,268131,2314,2025-02-05T13:10:16
X2_RECEIVED_MME_5GC,20,276,2025-02-05T13:10:16
X2_RECEIVED_SMF_5GC,289,422,2025-02-05T13:10:16
X3_RECEIVED_UPF_5GC,193716,170,2025-02-05T13:10:16
svc-catania-amf-x2-receiver-1-68fj4,1,9,2025-02-05T13:10:16
svc-catania-amf-x2-receiver-1-6d7xb,7,50,2025-02-05T13:10:16
svc-catania-amf-x2-receiver-1-l25xm,0,6,2025-02-05T13:10:16
svc-catania-cims-x2-receiver-2-ksqtz,188,1399,2025-02-05T13:10:16
svc-catania-cims-x2-receiver-2-kz9jd,247,1228,2025-02-05T13:10:16
svc-catania-cims-x2-receiver-2-mclh6,258,1445,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-5xqh7,458,306,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-b9vsb,36816,429,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-d6t6x,10162,412,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-fsxwz,3181,378,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-n94lk,20746,422,2025-02-05T13:10:16
svc-catania-cims-x3-receiver-1-pstrw,3052,197,2025-02-05T13:10:16
svc-catania-delivery-function-0,384517,1494,2025-02-05T13:10:16
svc-catania-handover-manager-0,59218,2129,2025-02-05T13:10:16
svc-catania-mme-x2-receiver-1-85ddf,19,190,2025-02-05T13:10:16
svc-catania-mme-x2-receiver-1-mzgcn,1,36,2025-02-05T13:10:16
svc-catania-mme-x2-receiver-1-tfmw7,0,50,2025-02-05T13:10:16
svc-catania-smf-x2-receiver-1-8rnlk,53,116,2025-02-05T13:10:16
svc-catania-smf-x2-receiver-1-9hbd8,135,190,2025-02-05T13:10:16
svc-catania-smf-x2-receiver-1-jl48r,101,116,2025-02-05T13:10:16
svc-catania-upf-x3-receiver-1-5rh6d,56872,79,2025-02-05T13:10:16
svc-catania-upf-x3-receiver-1-dhxfg,129493,60,2025-02-05T13:10:16
svc-catania-upf-x3-receiver-1-md9g2,7351,31,2025-02-05T13:10:16
NEW_INDEX_COUNT,2,0,2025-02-05T13:10:16
RESET_INDEX_COUNT,5,0,2025-02-05T13:10:16
